protein	protein	Sample1_01	Sample1_02	Sample1_03	Sample2_01	Sample2_02	Sample2_03	Sample1	Sample2	protein-log2	Sample1_01-log2	Sample1_02-log2	Sample1_03-log2	Sample2_01-log2	Sample2_02-log2	Sample2_03-log2	Sample1-log2	Sample2-log2	p	p threshold	Significant	ratio	sum	log2_sum	log2_ratio
NP_001731	322819	31	33	27	0	0	0	30.333333333333332	0.0	18.300365967547847	4.954196310386876	5.044394119358453	4.754887502163469	-inf	-inf	-inf	4.92283213947754		0.0	0.00030664857530529176	True	0.0009765625	30.333333333333332	4.92283213947754	-10.0
NP_001702	16976	0	0	0	4	2	2	0.0	2.6666666666666665	14.051208940914766	-inf	-inf	-inf	2.0	1.0	1.0		1.4150374992788437	0.0	0.00030936227951153326	True	1024.0	2.6666666666666665	1.4150374992788437	10.0
NP_001687	237167	6	27	5	0	0	0	12.666666666666666	0.0	17.855543758147	2.584962500721156	4.754887502163469	2.321928094887362	-inf	-inf	-inf	3.6629650127224296		0.0	0.0003120759837177748	True	0.0009765625	12.666666666666666	3.6629650127224296	-10.0
NP_001686	16933	0	0	0	3	2	2	0.0	2.3333333333333335	14.04754997603753	-inf	-inf	-inf	1.5849625007211563	1.0	1.0		1.222392421336448	0.0	0.00031478968792401625	True	1024.0	2.3333333333333335	1.222392421336448	10.0
NP_001684	84615	0	0	0	8	4	4	0.0	5.333333333333333	16.36862581721338	-inf	-inf	-inf	3.0	2.0	2.0		2.415037499278844	0.0	0.0003175033921302578	True	1024.0	5.333333333333333	2.415037499278844	10.0
NP_001683	33837	0	0	0	3	4	1	0.0	2.6666666666666665	15.046314043841186	-inf	-inf	-inf	1.5849625007211563	2.0	0.0		1.4150374992788437	0.0	0.0003202170963364993	True	1024.0	2.6666666666666665	1.4150374992788437	10.0
NP_001116539	14051	1	1	1	0	0	0	1.0	0.0	13.778385189262687	0.0	0.0	0.0	-inf	-inf	-inf	0.0		0.0	0.00032293080054274085	True	0.0009765625	1.0	0.0	-10.0
NP_001620	16542	0	0	0	2	1	4	0.0	2.3333333333333335	14.013846052731347	-inf	-inf	-inf	1.0	0.0	2.0		1.222392421336448	0.0	0.00032564450474898234	True	1024.0	2.3333333333333335	1.222392421336448	10.0
NP_064516	77011	2	1	1	0	0	0	1.3333333333333333	0.0	16.232776909928567	1.0	0.0	0.0	-inf	-inf	-inf	0.4150374992788437		0.0	0.0003283582089552239	True	0.0009765625	1.3333333333333333	0.4150374992788437	-10.0
NP_064549	38576	0	0	0	4	9	7	0.0	6.666666666666667	15.235415935602527	-inf	-inf	-inf	2.0	3.1699250014423126	2.807354922057604		2.736965594166206	0.0	0.0003310719131614654	True	1024.0	6.666666666666667	2.736965594166206	10.0
NP_001437	159047	41	53	29	0	0	0	41.0	0.0	17.279093633953714	5.357552004618084	5.7279204545632	4.857980995127573	-inf	-inf	-inf	5.357552004618084		0.0	0.00033378561736770694	True	0.0009765625	41.0	5.357552004618084	-10.0
NP_001436	143055	0	0	0	22	26	29	0.0	25.666666666666668	17.126210397467652	-inf	-inf	-inf	4.459431618637297	4.700439718141093	4.857980995127573		4.681824039973745	0.0	0.00033649932157394844	True	1024.0	25.666666666666668	4.681824039973745	10.0
NP_001405	189138	3	14	3	0	0	0	6.666666666666667	0.0	17.529079720876037	1.5849625007211563	3.8073549220576037	1.5849625007211563	-inf	-inf	-inf	2.736965594166206		0.0	0.00033921302578018993	True	0.0009765625	6.666666666666667	2.736965594166206	-10.0
NP_064575	77179	0	0	0	4	1	4	0.0	3.0	16.235920730705278	-inf	-inf	-inf	2.0	0.0	2.0		1.5849625007211563	0.0	0.0003419267299864315	True	1024.0	3.0	1.5849625007211563	10.0
NP_061984	192217	0	0	0	5	5	6	0.0	5.333333333333333	17.552376410606286	-inf	-inf	-inf	2.321928094887362	2.321928094887362	2.584962500721156		2.415037499278844	0.0	0.000344640434192673	True	1024.0	5.333333333333333	2.415037499278844	10.0
NP_061332	459090	0	0	0	8	8	14	0.0	10.0	18.808417481726618	-inf	-inf	-inf	3.0	3.0	3.8073549220576037		3.3219280948873626	0.0	0.00034735413839891453	True	1024.0	10.0	3.3219280948873626	10.0
NP_001116080	76769	3	21	6	0	0	0	10.0	0.0	16.2282362350931	1.5849625007211563	4.392317422778761	2.584962500721156	-inf	-inf	-inf	3.3219280948873626		0.0	0.000350067842605156	True	0.0009765625	10.0	3.3219280948873626	-10.0
NP_699162	90013	0	0	0	1	2	2	0.0	1.6666666666666667	16.457845755226558	-inf	-inf	-inf	0.0	1.0	1.0		0.7369655941662062	0.0	0.0003527815468113976	True	1024.0	1.6666666666666667	0.7369655941662062	10.0
NP_001975	356790	20	53	10	0	0	0	27.666666666666668	0.0	18.44471565485034	4.321928094887363	5.7279204545632	3.3219280948873626	-inf	-inf	-inf	4.7900769306257684		0.0	0.00035549525101763907	True	0.0009765625	27.666666666666668	4.7900769306257684	-10.0
NP_060769	189780	0	0	0	1	6	5	0.0	4.0	17.533968436125914	-inf	-inf	-inf	0.0	2.584962500721156	2.321928094887362		2.0	0.0	0.0003582089552238806	True	1024.0	4.0	2.0	10.0
NP_001095146	20232	0	0	0	7	5	2	0.0	4.666666666666667	14.30435132166324	-inf	-inf	-inf	2.807354922057604	2.321928094887362	1.0		2.222392421336448	0.0	0.0003609226594301221	True	1024.0	4.666666666666667	2.222392421336448	10.0
NP_001909	35115	0	0	0	3	2	1	0.0	2.0	15.099799814720532	-inf	-inf	-inf	1.5849625007211563	1.0	0.0		1.0	0.0	0.00036363636363636367	True	1024.0	2.0	1.0	10.0
NP_060844	76009	2	3	2	0	0	0	2.3333333333333335	0.0	16.21388263345599	1.0	1.5849625007211563	1.0	-inf	-inf	-inf	1.222392421336448		0.0	0.00036635006784260516	True	0.0009765625	2.3333333333333335	1.222392421336448	-10.0
NP_001099044	20502	7	7	6	0	0	0	6.666666666666667	0.0	14.323477033150425	2.807354922057604	2.807354922057604	2.584962500721156	-inf	-inf	-inf	2.736965594166206		0.0	0.0003690637720488467	True	0.0009765625	6.666666666666667	2.736965594166206	-10.0
NP_741999	272169	0	0	0	5	12	8	0.0	8.333333333333334	18.05414322793128	-inf	-inf	-inf	2.321928094887362	3.5849625007211565	3.0		3.0588936890535687	0.0	0.0003717774762550882	True	1024.0	8.333333333333334	3.0588936890535687	10.0
NP_060979	381265	31	28	19	0	0	0	26.0	0.0	18.540434572655204	4.954196310386876	4.807354922057604	4.247927513443585	-inf	-inf	-inf	4.700439718141093		0.0	0.00037449118046132976	True	0.0009765625	26.0	4.700439718141093	-10.0
NP_061155	38180	1	1	1	0	0	0	1.0	0.0	15.2205294822913	0.0	0.0	0.0	-inf	-inf	-inf	0.0		0.0	0.00037720488466757126	True	0.0009765625	1.0	0.0	-10.0
NP_061180	229191	0	0	0	6	5	8	0.0	6.333333333333333	17.80619086709053	-inf	-inf	-inf	2.584962500721156	2.321928094887362	3.0		2.662965012722429	0.0	0.0003799185888738128	True	1024.0	6.333333333333333	2.662965012722429	10.0
NP_001107018	20817	0	0	0	1	1	2	0.0	1.3333333333333333	14.345474552078505	-inf	-inf	-inf	0.0	0.0	1.0		0.4150374992788437	0.0	0.00038263229308005425	True	1024.0	1.3333333333333333	0.4150374992788437	10.0
NP_001107227	34720	0	0	0	5	2	2	0.0	3.0	15.083479327331844	-inf	-inf	-inf	2.321928094887362	1.0	1.0		1.5849625007211563	0.0	0.0003853459972862958	True	1024.0	3.0	1.5849625007211563	10.0
NP_001815	224090	0	0	0	27	18	18	0.0	21.0	17.773718744559975	-inf	-inf	-inf	4.754887502163469	4.169925001442312	4.169925001442312		4.392317422778761	0.0	0.0003880597014925373	True	1024.0	21.0	4.392317422778761	10.0
NP_001777	308736	9	48	9	0	0	0	22.0	0.0	18.236014191900086	3.1699250014423126	5.584962500721157	3.1699250014423126	-inf	-inf	-inf	4.459431618637297		0.0	0.0003907734056987788	True	0.0009765625	22.0	4.459431618637297	-10.0
NP_001114	20907	0	0	0	5	1	2	0.0	2.6666666666666665	14.35169844025112	-inf	-inf	-inf	2.321928094887362	0.0	1.0		1.4150374992788437	0.0	0.00039348710990502034	True	1024.0	2.6666666666666665	1.4150374992788437	10.0
NP_002070	108783	0	0	0	4	3	7	0.0	4.666666666666667	16.731093592312067	-inf	-inf	-inf	2.0	1.5849625007211563	2.807354922057604		2.222392421336448	0.0	0.00039620081411126184	True	1024.0	4.666666666666667	2.222392421336448	10.0
NP_001136198	8325	2	2	2	0	0	0	2.0	0.0	13.023234556845988	1.0	1.0	1.0	-inf	-inf	-inf	1.0		0.0	0.0003989145183175034	True	0.0009765625	2.0	1.0	-10.0
NP_075385	40143	2	2	2	0	0	0	2.0	0.0	15.292860816962328	1.0	1.0	1.0	-inf	-inf	-inf	1.0		0.0	0.0004016282225237449	True	0.0009765625	2.0	1.0	-10.0
NP_001245367	109924	0	0	0	5	4	8	0.0	5.666666666666667	16.746146882569786	-inf	-inf	-inf	2.321928094887362	2.0	3.0		2.5025003405291835	0.0	0.00040434192672998643	True	1024.0	5.666666666666667	2.5025003405291835	10.0
NP_115287	41675	0	0	0	1	1	1	0.0	1.0	15.346894578761141	-inf	-inf	-inf	0.0	0.0	0.0		0.0	0.0	0.00040705563093622793	True	1024.0	1.0	0.0	10.0
NP_001189379	35646	0	0	0	5	1	2	0.0	2.6666666666666665	15.121452573920317	-inf	-inf	-inf	2.321928094887362	0.0	1.0		1.4150374992788437	0.0	0.0004097693351424695	True	1024.0	2.6666666666666665	1.4150374992788437	10.0
NP_001166958	10347	0	0	0	2	4	2	0.0	2.6666666666666665	13.33692491418201	-inf	-inf	-inf	1.0	2.0	1.0		1.4150374992788437	0.0	0.000412483039348711	True	1024.0	2.6666666666666665	1.4150374992788437	10.0
NP_001189378	35637	0	0	0	5	1	2	0.0	2.6666666666666665	15.121088272321424	-inf	-inf	-inf	2.321928094887362	0.0	1.0		1.4150374992788437	0.0	0.00041519674355495253	True	1024.0	2.6666666666666665	1.4150374992788437	10.0
NP_115500	417103	3	22	5	0	0	0	10.0	0.0	18.670044163239254	1.5849625007211563	4.459431618637297	2.321928094887362	-inf	-inf	-inf	3.3219280948873626		0.0	0.000417910447761194	True	0.0009765625	10.0	3.3219280948873626	-10.0
NP_115568	417375	12	28	4	0	0	0	14.666666666666666	0.0	18.670984662725203	3.5849625007211565	4.807354922057604	2.0	-inf	-inf	-inf	3.8744691179161412		0.0	0.0004206241519674356	True	0.0009765625	14.666666666666666	3.8744691179161412	-10.0
NP_115286	83347	0	0	0	1	2	1	0.0	1.3333333333333333	16.34684265119048	-inf	-inf	-inf	0.0	1.0	0.0		0.4150374992788437	0.0	0.00042333785617367707	True	1024.0	1.3333333333333333	0.4150374992788437	10.0
NP_478061	171994	0	0	0	6	6	7	0.0	6.333333333333333	17.391998711915182	-inf	-inf	-inf	2.584962500721156	2.584962500721156	2.807354922057604		2.662965012722429	0.0	0.0004260515603799186	True	1024.0	6.333333333333333	2.662965012722429	10.0
NP_001186851	70659	0	0	0	17	17	19	0.0	17.666666666666668	16.108585711211504	-inf	-inf	-inf	4.08746284125034	4.08746284125034	4.247927513443585		4.142957953842044	0.0	0.0004287652645861601	True	1024.0	17.666666666666668	4.142957953842044	10.0
NP_473367	85831	3	2	1	0	0	0	2.0	0.0	16.389211186584113	1.5849625007211563	1.0	0.0	-inf	-inf	-inf	1.0		0.0	0.00043147896879240167	True	0.0009765625	2.0	1.0	-10.0
NP_001171272	20877	1	2	3	0	0	0	2.0	0.0	14.349626792794503	0.0	1.0	1.5849625007211563	-inf	-inf	-inf	1.0		0.0	0.00043419267299864316	True	0.0009765625	2.0	1.0	-10.0
NP_001171273	10440	1	1	2	0	0	0	1.3333333333333333	0.0	13.349834091457248	0.0	0.0	1.0	-inf	-inf	-inf	0.4150374992788437		0.0	0.0004369063772048847	True	0.0009765625	1.3333333333333333	0.4150374992788437	-10.0
NP_001186751	23459	0	0	0	2	2	3	0.0	2.3333333333333335	14.517853895652882	-inf	-inf	-inf	1.0	1.0	1.5849625007211563		1.222392421336448	0.0	0.0004396200814111262	True	1024.0	2.3333333333333335	1.222392421336448	10.0
NP_115679	334460	0	0	0	6	8	5	0.0	6.333333333333333	18.3514741554013	-inf	-inf	-inf	2.584962500721156	3.0	2.321928094887362		2.662965012722429	0.0	0.00044233378561736776	True	1024.0	6.333333333333333	2.662965012722429	10.0
NP_477511	128949	2	5	3	0	0	0	3.3333333333333335	0.0	16.976441059501628	1.0	2.321928094887362	1.5849625007211563	-inf	-inf	-inf	1.7369655941662063		0.0	0.00044504748982360925	True	0.0009765625	3.3333333333333335	1.7369655941662063	-10.0
NP_001190181	23977	2	1	1	0	0	0	1.3333333333333333	0.0	14.549363539724597	1.0	0.0	0.0	-inf	-inf	-inf	0.4150374992788437		0.0	0.0004477611940298508	True	0.0009765625	1.3333333333333333	0.4150374992788437	-10.0
NP_001166143	20515	0	0	0	5	2	2	0.0	3.0	14.324391533779899	-inf	-inf	-inf	2.321928094887362	1.0	1.0		1.5849625007211563	0.0	0.0004504748982360923	True	1024.0	3.0	1.5849625007211563	10.0
NP_001166111	51240	6	1	7	0	0	0	4.666666666666667	0.0	15.64498285522901	2.584962500721156	0.0	2.807354922057604	-inf	-inf	-inf	2.222392421336448		0.0	0.00045318860244233374	True	0.0009765625	4.666666666666667	2.222392421336448	-10.0
NP_001159715	89361	0	0	0	8	4	9	0.0	7.0	16.447357710032367	-inf	-inf	-inf	3.0	2.0	3.1699250014423126		2.807354922057604	0.0	0.0004559023066485753	True	1024.0	7.0	2.807354922057604	10.0
NP_001229236	24919	1	2	1	0	0	0	1.3333333333333333	0.0	14.60495855369033	0.0	1.0	0.0	-inf	-inf	-inf	0.4150374992788437		0.0	0.0004586160108548168	True	0.0009765625	1.3333333333333333	0.4150374992788437	-10.0
NP_570846	86725	0	0	0	1	1	2	0.0	1.3333333333333333	16.40416031506111	-inf	-inf	-inf	0.0	0.0	1.0		0.4150374992788437	0.0	0.00046132971506105834	True	1024.0	1.3333333333333333	0.4150374992788437	10.0
NP_570845	86721	0	0	0	1	1	2	0.0	1.3333333333333333	16.40409377238887	-inf	-inf	-inf	0.0	0.0	1.0		0.4150374992788437	0.0	0.00046404341926729984	True	1024.0	1.3333333333333333	0.4150374992788437	10.0
NP_570844	86717	0	0	0	1	1	2	0.0	1.3333333333333333	16.404027226647283	-inf	-inf	-inf	0.0	0.0	1.0		0.4150374992788437	0.0	0.0004667571234735414	True	1024.0	1.3333333333333333	0.4150374992788437	10.0
NP_542395	216265	0	0	0	8	6	7	0.0	7.0	17.72244067504797	-inf	-inf	-inf	3.0	2.584962500721156	2.807354922057604		2.807354922057604	0.0	0.0004694708276797829	True	1024.0	7.0	2.807354922057604	10.0
NP_001210	86755	10	5	9	0	0	0	8.0	0.0	16.40465928729604	3.3219280948873626	2.321928094887362	3.1699250014423126	-inf	-inf	-inf	3.0		0.0	0.00047218453188602443	True	0.0009765625	8.0	3.0	-10.0
NP_001193594	73203	9	7	9	0	0	0	8.333333333333334	0.0	16.159615153693125	3.1699250014423126	2.807354922057604	3.1699250014423126	-inf	-inf	-inf	3.0588936890535687		0.0	0.00047489823609226593	True	0.0009765625	8.333333333333334	3.0588936890535687	-10.0
NP_001191818	121645	0	0	0	17	20	13	0.0	16.666666666666668	16.892317496534353	-inf	-inf	-inf	4.08746284125034	4.321928094887363	3.700439718141092		4.058893689053568	0.0	0.0004776119402985075	True	1024.0	16.666666666666668	4.058893689053568	10.0
NP_001191335	12110	0	0	0	2	1	4	0.0	2.3333333333333335	13.563911244581693	-inf	-inf	-inf	1.0	0.0	2.0		1.222392421336448	0.0	0.000480325644504749	True	1024.0	2.3333333333333335	1.222392421336448	10.0
NP_113679	331647	0	0	0	22	19	14	0.0	18.333333333333332	18.339288950094414	-inf	-inf	-inf	4.459431618637297	4.247927513443585	3.8073549220576037		4.196397212803504	0.0	0.0004830393487109905	True	1024.0	18.333333333333332	4.196397212803504	10.0
NP_542376	43229	0	0	0	1	2	1	0.0	1.3333333333333333	15.399711842854112	-inf	-inf	-inf	0.0	1.0	0.0		0.4150374992788437	0.0	0.000485753052917232	True	1024.0	1.3333333333333333	0.4150374992788437	10.0
NP_536355	474474	0	0	0	28	32	26	0.0	28.666666666666668	18.855969507734255	-inf	-inf	-inf	4.807354922057604	5.0	4.700439718141093		4.841302253980942	0.0	0.0004884667571234735	True	1024.0	28.666666666666668	4.841302253980942	10.0
NP_114415	749547	10	35	9	0	0	0	18.0	0.0	19.515659418975503	3.3219280948873626	5.129283016944966	3.1699250014423126	-inf	-inf	-inf	4.169925001442312		0.0	0.0004911804613297151	True	0.0009765625	18.0	4.169925001442312	-10.0
NP_001166110	51215	6	1	7	0	0	0	4.666666666666667	0.0	15.64427879243582	2.584962500721156	0.0	2.807354922057604	-inf	-inf	-inf	2.222392421336448		0.0	0.0004938941655359566	True	0.0009765625	4.666666666666667	2.222392421336448	-10.0
NP_115693	125526	5	3	3	0	0	0	3.6666666666666665	0.0	16.937626692685324	2.321928094887362	1.5849625007211563	1.5849625007211563	-inf	-inf	-inf	1.8744691179161412		0.0	0.0004966078697421981	True	0.0009765625	3.6666666666666665	1.8744691179161412	-10.0
NP_001159630	19827	0	0	0	1	3	1	0.0	1.6666666666666667	14.275178781143195	-inf	-inf	-inf	0.0	1.5849625007211563	0.0		0.7369655941662062	0.0	0.0004993215739484396	True	1024.0	1.6666666666666667	0.7369655941662062	10.0
NP_115724	83847	0	0	0	2	3	2	0.0	2.3333333333333335	16.355471545419572	-inf	-inf	-inf	1.0	1.5849625007211563	1.0		1.222392421336448	0.0	0.0005020352781546812	True	1024.0	2.3333333333333335	1.222392421336448	10.0
NP_001186601	69927	10	4	9	0	0	0	7.666666666666667	0.0	16.093561991730624	3.3219280948873626	2.0	3.1699250014423126	-inf	-inf	-inf	2.938599455335857		0.0	0.0005047489823609227	True	0.0009765625	7.666666666666667	2.938599455335857	-10.0
NP_150281	170018	7	5	3	0	0	0	5.0	0.0	17.375327968658787	2.807354922057604	2.321928094887362	1.5849625007211563	-inf	-inf	-inf	2.321928094887362		0.0	0.0005074626865671642	True	0.0009765625	5.0	2.321928094887362	-10.0
NP_150091	212450	3	6	4	0	0	0	4.333333333333333	0.0	17.696763818088012	1.5849625007211563	2.584962500721156	2.0	-inf	-inf	-inf	2.115477217419936		0.0	0.0005101763907734057	True	0.0009765625	4.333333333333333	2.115477217419936	-10.0
NP_001185827	45526	0	0	0	1	3	1	0.0	1.6666666666666667	15.474403086574652	-inf	-inf	-inf	0.0	1.5849625007211563	0.0		0.7369655941662062	0.0	0.0005128900949796473	True	1024.0	1.6666666666666667	0.7369655941662062	10.0
NP_001185825	45490	0	0	0	1	3	1	0.0	1.6666666666666667	15.473261814179018	-inf	-inf	-inf	0.0	1.5849625007211563	0.0		0.7369655941662062	0.0	0.0005156037991858888	True	1024.0	1.6666666666666667	0.7369655941662062	10.0
NP_001185824	68205	0	0	0	6	3	1	0.0	3.3333333333333335	16.057589884353057	-inf	-inf	-inf	2.584962500721156	1.5849625007211563	0.0		1.7369655941662063	0.0	0.0005183175033921303	True	1024.0	3.3333333333333335	1.7369655941662063	10.0
NP_001177964	32769	0	0	0	8	14	6	0.0	9.333333333333334	15.00004402688683	-inf	-inf	-inf	3.0	3.8073549220576037	2.584962500721156		3.222392421336448	0.0	0.0005210312075983718	True	1024.0	9.333333333333334	3.222392421336448	10.0
NP_001176	184076	14	31	23	0	0	0	22.666666666666668	0.0	17.489942013465306	3.8073549220576037	4.954196310386876	4.523561956057013	-inf	-inf	-inf	4.502500340529183		0.0	0.0005237449118046133	True	0.0009765625	22.666666666666668	4.502500340529183	-10.0
NP_001184222	112705	7	17	13	0	0	0	12.333333333333334	0.0	16.78219199451832	2.807354922057604	4.08746284125034	3.700439718141092	-inf	-inf	-inf	3.6244908649077936		0.0	0.0005264586160108548	True	0.0009765625	12.333333333333334	3.6244908649077936	-10.0
NP_001182751	44990	0	0	0	3	4	5	0.0	4.0	15.45731674646641	-inf	-inf	-inf	1.5849625007211563	2.0	2.321928094887362		2.0	0.0	0.0005291723202170963	True	1024.0	4.0	2.0	10.0
NP_001182485	22465	0	0	0	1	1	1	0.0	1.0	14.4553914414108	-inf	-inf	-inf	0.0	0.0	0.0		0.0	0.0	0.0005318860244233379	True	1024.0	1.0	0.0	10.0
NP_116189	169158	4	5	3	0	0	0	4.0	0.0	17.36801188265003	2.0	2.321928094887362	1.5849625007211563	-inf	-inf	-inf	2.0		0.0	0.0005345997286295794	True	0.0009765625	4.0	2.0	-10.0
NP_001180473	120945	0	0	0	1	2	9	0.0	4.0	16.883991602379627	-inf	-inf	-inf	0.0	1.0	3.1699250014423126		2.0	0.0	0.0005373134328358209	True	1024.0	4.0	2.0	10.0
NP_001182484	22461	0	0	0	1	1	1	0.0	1.0	14.455134539831368	-inf	-inf	-inf	0.0	0.0	0.0		0.0	0.0	0.0005400271370420624	True	1024.0	1.0	0.0	10.0
NP_001182451	11209	0	0	0	5	1	3	0.0	3.0	13.45236995480311	-inf	-inf	-inf	2.321928094887362	0.0	1.5849625007211563		1.5849625007211563	0.0	0.000542740841248304	True	1024.0	3.0	1.5849625007211563	10.0
NP_001184060	22527	0	0	0	1	2	1	0.0	1.3333333333333333	14.459367577130644	-inf	-inf	-inf	0.0	1.0	0.0		0.4150374992788437	0.0	0.0005454545454545455	True	1024.0	1.3333333333333333	0.4150374992788437	10.0
NP_001186040	22905	0	0	0	1	1	3	0.0	1.6666666666666667	14.48337494240537	-inf	-inf	-inf	0.0	0.0	1.5849625007211563		0.7369655941662062	0.0	0.000548168249660787	True	1024.0	1.6666666666666667	0.7369655941662062	10.0
NP_001186041	22909	0	0	0	1	1	3	0.0	1.6666666666666667	14.483626864533028	-inf	-inf	-inf	0.0	0.0	1.5849625007211563		0.7369655941662062	0.0	0.0005508819538670286	True	1024.0	1.6666666666666667	0.7369655941662062	10.0
NP_001186049	34374	0	0	0	2	3	2	0.0	2.3333333333333335	15.069030123153356	-inf	-inf	-inf	1.0	1.5849625007211563	1.0		1.222392421336448	0.0	0.0005535956580732701	True	1024.0	2.3333333333333335	1.222392421336448	10.0
NP_001186600	81533	10	5	9	0	0	0	8.0	0.0	16.31509647938803	3.3219280948873626	2.321928094887362	3.1699250014423126	-inf	-inf	-inf	3.0		0.0	0.0005563093622795115	True	0.0009765625	8.0	3.0	-10.0
NP_443118	42778	0	0	0	14	5	13	0.0	10.666666666666666	15.384581413302264	-inf	-inf	-inf	3.8073549220576037	2.321928094887362	3.700439718141092		3.415037499278844	0.0	0.0005590230664857531	True	1024.0	10.666666666666666	3.415037499278844	10.0
NP_443109	342180	4	8	2	0	0	0	4.666666666666667	0.0	18.384395912978228	2.0	3.0	1.0	-inf	-inf	-inf	2.222392421336448		0.0	0.0005617367706919946	True	0.0009765625	4.666666666666667	2.222392421336448	-10.0
NP_115812	42044	4	4	5	0	0	0	4.333333333333333	0.0	15.359612311115084	2.0	2.0	2.321928094887362	-inf	-inf	-inf	2.115477217419936		0.0	0.0005644504748982362	True	0.0009765625	4.333333333333333	2.115477217419936	-10.0
NP_115855	84095	0	0	0	6	12	12	0.0	10.0	16.359732404885463	-inf	-inf	-inf	2.584962500721156	3.5849625007211565	3.5849625007211565		3.3219280948873626	0.0	0.0005671641791044776	True	1024.0	10.0	3.3219280948873626	10.0
NP_115856	42049	0	0	0	4	9	7	0.0	6.666666666666667	15.359783870584074	-inf	-inf	-inf	2.0	3.1699250014423126	2.807354922057604		2.736965594166206	0.0	0.0005698778833107192	True	1024.0	6.666666666666667	2.736965594166206	10.0
NP_115857	42050	0	0	0	4	9	7	0.0	6.666666666666667	15.359818180029869	-inf	-inf	-inf	2.0	3.1699250014423126	2.807354922057604		2.736965594166206	0.0	0.0005725915875169607	True	1024.0	6.666666666666667	2.736965594166206	10.0
NP_001186192	115145	6	7	7	0	0	0	6.666666666666667	0.0	16.813092240045908	2.584962500721156	2.807354922057604	2.807354922057604	-inf	-inf	-inf	2.736965594166206		0.0	0.0005753052917232021	True	0.0009765625	6.666666666666667	2.736965594166206	-10.0
NP_277040	128004	2	4	1	0	0	0	2.3333333333333335	0.0	16.96582936817769	1.0	2.0	0.0	-inf	-inf	-inf	1.222392421336448		0.0	0.0005780189959294436	True	0.0009765625	2.3333333333333335	1.222392421336448	-10.0
NP_001186191	115045	6	7	7	0	0	0	6.666666666666667	0.0	16.811838758025278	2.584962500721156	2.807354922057604	2.807354922057604	-inf	-inf	-inf	2.736965594166206		0.0	0.0005807327001356852	True	0.0009765625	6.666666666666667	2.736965594166206	-10.0
