protein	Sample1_01	Sample1_02	Sample1_03	Sample2_01	Sample2_02	Sample2_03	Sample1	Sample2	Sample1_01-log2	Sample1_02-log2	Sample1_03-log2	Sample2_01-log2	Sample2_02-log2	Sample2_03-log2	Sample1-log2	Sample2-log2	ratio	sum	log2_sum	log2_ratio
NP_000973	113	121	125	85	103	103	113.0	85.0	6.820178962415189	6.9188632372745955	6.965784284662088	6.409390936137703	6.6865005271832185	6.6865005271832185	6.820178962415189	6.409390936137703	0.7522123893805309	198.0	7.6293566200796095	-0.4107880262774861
NP_000974	82	70	37	75	90	97	82.0	75.0	6.357552004618085	6.129283016944967	5.20945336562895	6.22881869049588	6.491853096329675	6.599912842187128	6.357552004618085	6.22881869049588	0.9146341463414634	157.0	7.294620748891627	-0.12873331412220276
NP_000975	148	139	130	135	140	145	148.0	135.0	7.209453365628949	7.118941072723508	7.022367813028454	7.076815597050832	7.129283016944966	7.1799090900149345	7.209453365628949	7.076815597050832	0.9121621621621622	283.0	8.144658242831882	-0.1326377685781189
NP_000976	176	170	173	136	161	185	176.0	136.0	7.459431618637297	7.409390936137703	7.4346282276367255	7.08746284125034	7.330916878114618	7.531381460516312	7.459431618637297	7.08746284125034	0.7727272727272727	312.0	8.285402218862249	-0.3719687773869579
NP_000977	120	126	105	92	102	106	120.0	92.0	6.906890595608519	6.977279923499917	6.714245517666122	6.523561956057013	6.672425341971495	6.727920454563199	6.906890595608519	6.523561956057013	0.7666666666666667	212.0	7.7279204545632	-0.3833286395515056
NP_000978	89	72	71	65	75	71	89.0	65.0	6.475733430966398	6.169925001442312	6.149747119504682	6.022367813028454	6.22881869049588	6.149747119504682	6.475733430966398	6.022367813028454	0.7303370786516854	154.0	7.266786540694902	-0.4533656179379433
NP_000979	104	64	77	105	131	108	104.0	105.0	6.700439718141092	6.0	6.266786540694902	6.714245517666122	7.03342300153745	6.754887502163469	6.700439718141092	6.714245517666122	1.0096153846153846	209.0	7.7073591320808825	0.013805799525030428
NP_000980	164	130	160	223	212	192	164.0	223.0	7.357552004618085	7.022367813028454	7.321928094887362	7.800899899920305	7.7279204545632	7.584962500721156	7.357552004618085	7.800899899920305	1.3597560975609757	387.0	8.59618975614441	0.44334789530222113
NP_000981	113	90	67	79	111	102	113.0	79.0	6.820178962415189	6.491853096329675	6.066089190457772	6.303780748177103	6.794415866350106	6.672425341971495	6.820178962415189	6.303780748177103	0.6991150442477876	192.0	7.584962500721156	-0.5163982142380849
NP_000982	74	93	79	97	106	105	74.0	97.0	6.209453365628951	6.539158811108032	6.303780748177103	6.599912842187128	6.727920454563199	6.714245517666122	6.209453365628951	6.599912842187128	1.3108108108108107	171.0	7.417852514885899	0.39045947655817786
NP_000983	20	30	29	24	27	22	20.0	24.0	4.321928094887363	4.906890595608519	4.857980995127573	4.584962500721157	4.754887502163469	4.459431618637297	4.321928094887363	4.584962500721157	1.2	44.0	5.459431618637297	0.2630344058337938
NP_000984	87	81	62	84	120	114	87.0	84.0	6.442943495848729	6.339850002884625	5.954196310386876	6.39231742277876	6.906890595608519	6.832890014164742	6.442943495848729	6.39231742277876	0.9655172413793104	171.0	7.417852514885899	-0.050626073069967956
NP_000985	164	124	123	158	148	168	164.0	158.0	7.357552004618085	6.954196310386876	6.94251450533924	7.303780748177103	7.209453365628949	7.392317422778761	7.357552004618085	7.303780748177103	0.9634146341463414	322.0	8.330916878114618	-0.053771256440980825
NP_000986	92	68	65	131	99	101	92.0	131.0	6.523561956057013	6.08746284125034	6.022367813028454	7.03342300153745	6.6293566200796095	6.6582114827517955	6.523561956057013	7.03342300153745	1.423913043478261	223.0	7.800899899920305	0.5098610454804375
NP_000987	124	142	74	147	242	274	124.0	147.0	6.954196310386876	7.149747119504682	6.209453365628951	7.199672344836364	7.9188632372745955	8.098032082960527	6.954196310386876	7.199672344836364	1.185483870967742	271.0	8.082149041353873	0.24547603444948926
NP_000989	37	41	71	61	78	84	37.0	61.0	5.20945336562895	5.357552004618084	6.149747119504682	5.930737337562887	6.285402218862249	6.39231742277876	5.20945336562895	5.930737337562887	1.6486486486486487	98.0	6.614709844115209	0.7212839719339366
NP_000990	75	78	64	53	86	69	75.0	53.0	6.22881869049588	6.285402218862249	6.0	5.7279204545632	6.426264754702098	6.10852445677817	6.22881869049588	5.7279204545632	0.7066666666666667	128.0	7.0	-0.5008982359326817
NP_000991	1	2	8	3	5	2	1.0	3.0	0.0	1.0	3.0	1.5849625007211563	2.321928094887362	1.0	0.0	1.5849625007211563	3.0	4.0	2.0	1.5849625007211563
NP_000992	9	7	10	13	14	11	9.0	13.0	3.1699250014423126	2.807354922057604	3.3219280948873626	3.700439718141092	3.8073549220576037	3.4594316186372978	3.1699250014423126	3.700439718141092	1.4444444444444444	22.0	4.459431618637297	0.5305147166987798
NP_000994	34	29	35	37	43	49	34.0	37.0	5.08746284125034	4.857980995127573	5.129283016944966	5.20945336562895	5.426264754702098	5.614709844115208	5.08746284125034	5.20945336562895	1.088235294117647	71.0	6.149747119504682	0.12199052437861024
NP_000995	144	136	136	165	168	152	144.0	165.0	7.169925001442313	7.08746284125034	7.08746284125034	7.366322214245815	7.392317422778761	7.247927513443586	7.169925001442313	7.366322214245815	1.1458333333333333	309.0	8.271463027904375	0.1963972128035033
NP_000997	79	126	64	32	37	35	79.0	32.0	6.303780748177103	6.977279923499917	6.0	5.0	5.20945336562895	5.129283016944966	6.303780748177103	5.0	0.4050632911392405	111.0	6.794415866350106	-1.3037807481771029
NP_000998	145	170	121	63	77	108	145.0	63.0	7.1799090900149345	7.409390936137703	6.9188632372745955	5.977279923499917	6.266786540694902	6.754887502163469	7.1799090900149345	5.977279923499917	0.43448275862068964	208.0	7.700439718141093	-1.2026291665150182
NP_001000	126	133	111	107	113	111	126.0	107.0	6.977279923499917	7.05528243550119	6.794415866350106	6.7414669864011465	6.820178962415189	6.794415866350106	6.977279923499917	6.7414669864011465	0.8492063492063492	233.0	7.86418614465428	-0.23581293709876958
NP_001001	70	88	62	33	33	42	70.0	33.0	6.129283016944967	6.459431618637298	5.954196310386876	5.044394119358453	5.044394119358453	5.392317422778761	6.129283016944967	5.044394119358453	0.4714285714285714	103.0	6.6865005271832185	-1.0848888975865132
NP_001001329	1	3	4	6	5	10	1.0	6.0	0.0	1.5849625007211563	2.0	2.584962500721156	2.321928094887362	3.3219280948873626	0.0	2.584962500721156	6.0	7.0	2.807354922057604	2.584962500721156
NP_001001389	0	2	1	4	3	3	0.0	4.0	-inf	1.0	0.0	2.0	1.5849625007211563	1.5849625007211563		2.0	1024.0	4.0	2.0	10.0
NP_001001390	0	2	1	4	3	3	0.0	4.0	-inf	1.0	0.0	2.0	1.5849625007211563	1.5849625007211563		2.0	1024.0	4.0	2.0	10.0
NP_001001391	0	2	1	4	3	3	0.0	4.0	-inf	1.0	0.0	2.0	1.5849625007211563	1.5849625007211563		2.0	1024.0	4.0	2.0	10.0
NP_001001394	5	6	6	0	1	2	5.0	0.0	2.321928094887362	2.584962500721156	2.584962500721156	-inf	0.0	1.0	2.321928094887362		0.0009765625	5.0	2.321928094887362	-10.0
NP_001001481	0	0	0	1	6	5	0.0	1.0	-inf	-inf	-inf	0.0	2.584962500721156	2.321928094887362		0.0	1024.0	1.0	0.0	10.0
NP_001001503	5	5	4	5	10	11	5.0	5.0	2.321928094887362	2.321928094887362	2.0	2.321928094887362	3.3219280948873626	3.4594316186372978	2.321928094887362	2.321928094887362	1.0	10.0	3.3219280948873626	0.0
NP_001001551	0	0	0	3	3	3	0.0	3.0	-inf	-inf	-inf	1.5849625007211563	1.5849625007211563	1.5849625007211563		1.5849625007211563	1024.0	3.0	1.5849625007211563	10.0
NP_001001563	0	0	0	1	3	3	0.0	1.0	-inf	-inf	-inf	0.0	1.5849625007211563	1.5849625007211563		0.0	1024.0	1.0	0.0	10.0
NP_001001671	2	2	3	0	0	3	2.0	0.0	1.0	1.0	1.5849625007211563	-inf	-inf	1.5849625007211563	1.0		0.0009765625	2.0	1.0	-10.0
NP_001001795	20	16	15	70	61	64	20.0	70.0	4.321928094887363	4.0	3.9068905956085187	6.129283016944967	5.930737337562887	6.0	4.321928094887363	6.129283016944967	3.5	90.0	6.491853096329675	1.8073549220576042
NP_001001935	33	35	29	125	121	125	33.0	125.0	5.044394119358453	5.129283016944966	4.857980995127573	6.965784284662088	6.9188632372745955	6.965784284662088	5.044394119358453	6.965784284662088	3.787878787878788	158.0	7.303780748177103	1.9213901653036336
NP_001001937	39	46	34	142	142	151	39.0	142.0	5.285402218862249	5.523561956057013	5.08746284125034	7.149747119504682	7.149747119504682	7.238404739325079	5.285402218862249	7.149747119504682	3.641025641025641	181.0	7.499845887083206	1.8643449006424337
NP_001001973	10	33	11	9	16	11	10.0	9.0	3.3219280948873626	5.044394119358453	3.4594316186372978	3.1699250014423126	4.0	3.4594316186372978	3.3219280948873626	3.1699250014423126	0.9	19.0	4.247927513443585	-0.15200309344504997
NP_001002	150	163	129	108	115	122	150.0	108.0	7.22881869049588	7.348728154231078	7.011227255423254	6.754887502163469	6.845490050944376	6.930737337562887	7.22881869049588	6.754887502163469	0.72	258.0	8.011227255423254	-0.47393118833241243
NP_001002030	5	10	10	1	0	8	5.0	1.0	2.321928094887362	3.3219280948873626	3.3219280948873626	0.0	-inf	3.0	2.321928094887362	0.0	0.2	6.0	2.584962500721156	-2.321928094887362
NP_001002031	3	0	0	24	8	6	3.0	24.0	1.5849625007211563	-inf	-inf	4.584962500721157	3.0	2.584962500721156	1.5849625007211563	4.584962500721157	8.0	27.0	4.754887502163469	3.0
NP_001002032	24	33	29	15	12	13	24.0	15.0	4.584962500721157	5.044394119358453	4.857980995127573	3.9068905956085187	3.5849625007211565	3.700439718141092	4.584962500721157	3.9068905956085187	0.625	39.0	5.285402218862249	-0.6780719051126377
NP_001002255	23	28	17	20	20	14	23.0	20.0	4.523561956057013	4.807354922057604	4.08746284125034	4.321928094887363	4.321928094887363	3.8073549220576037	4.523561956057013	4.321928094887363	0.8695652173913043	43.0	5.426264754702098	-0.2016338611696506
NP_001002258	3	0	0	24	8	6	3.0	24.0	1.5849625007211563	-inf	-inf	4.584962500721157	3.0	2.584962500721156	1.5849625007211563	4.584962500721157	8.0	27.0	4.754887502163469	3.0
NP_001002755	15	23	16	14	14	15	15.0	14.0	3.9068905956085187	4.523561956057013	4.0	3.8073549220576037	3.8073549220576037	3.9068905956085187	3.9068905956085187	3.8073549220576037	0.9333333333333333	29.0	4.857980995127573	-0.0995356735509144
NP_001002858	66	27	19	32	27	32	66.0	32.0	6.044394119358453	4.754887502163469	4.247927513443585	5.0	4.754887502163469	5.0	6.044394119358453	5.0	0.48484848484848486	98.0	6.614709844115209	-1.0443941193584534
NP_001002913	2	0	0	8	15	10	2.0	8.0	1.0	-inf	-inf	3.0	3.9068905956085187	3.3219280948873626	1.0	3.0	4.0	10.0	3.3219280948873626	2.0
NP_001003	169	163	151	91	90	115	169.0	91.0	7.400879436282184	7.348728154231078	7.238404739325079	6.507794640198696	6.491853096329675	6.845490050944376	7.400879436282184	6.507794640198696	0.5384615384615384	260.0	8.022367813028454	-0.8930847960834882
NP_001003395	30	41	32	47	44	50	30.0	47.0	4.906890595608519	5.357552004618084	5.0	5.554588851677638	5.459431618637297	5.643856189774724	4.906890595608519	5.554588851677638	1.5666666666666667	77.0	6.266786540694902	0.6476982560691188
NP_001003396	25	31	24	31	28	34	25.0	31.0	4.643856189774724	4.954196310386876	4.584962500721157	4.954196310386876	4.807354922057604	5.08746284125034	4.643856189774724	4.954196310386876	1.24	56.0	5.807354922057605	0.3103401206121505
NP_001003397	23	29	18	29	27	28	23.0	29.0	4.523561956057013	4.857980995127573	4.169925001442312	4.857980995127573	4.754887502163469	4.807354922057604	4.523561956057013	4.857980995127573	1.2608695652173914	52.0	5.700439718141093	0.3344190390705593
NP_001003704	4	2	0	2	2	3	4.0	2.0	2.0	1.0	-inf	1.0	1.0	1.5849625007211563	2.0	1.0	0.5	6.0	2.584962500721156	-1.0
NP_001003713	7	10	22	20	22	22	7.0	20.0	2.807354922057604	3.3219280948873626	4.459431618637297	4.321928094887363	4.459431618637297	4.459431618637297	2.807354922057604	4.321928094887363	2.857142857142857	27.0	4.754887502163469	1.5145731728297582
NP_001003714	5	9	15	18	21	15	5.0	18.0	2.321928094887362	3.1699250014423126	3.9068905956085187	4.169925001442312	4.392317422778761	3.9068905956085187	2.321928094887362	4.169925001442312	3.6	23.0	4.523561956057013	1.84799690655495
NP_001003785	48	66	45	54	56	56	48.0	54.0	5.584962500721157	6.044394119358453	5.491853096329675	5.754887502163469	5.807354922057605	5.807354922057605	5.584962500721157	5.754887502163469	1.125	102.0	6.672425341971495	0.16992500144231237
NP_001003796	85	74	50	109	136	141	85.0	109.0	6.409390936137703	6.209453365628951	5.643856189774724	6.768184324776926	7.08746284125034	7.139551352398794	6.409390936137703	6.768184324776926	1.2823529411764707	194.0	7.599912842187128	0.3587933886392247
NP_001003803	7	5	3	14	11	18	7.0	14.0	2.807354922057604	2.321928094887362	1.5849625007211563	3.8073549220576037	3.4594316186372978	4.169925001442312	2.807354922057604	3.8073549220576037	2.0	21.0	4.392317422778761	1.0
NP_001003810	27	50	40	17	23	17	27.0	17.0	4.754887502163469	5.643856189774724	5.321928094887363	4.08746284125034	4.523561956057013	4.08746284125034	4.754887502163469	4.08746284125034	0.6296296296296297	44.0	5.459431618637297	-0.6674246609131291
NP_001003962	82	89	74	53	63	72	82.0	53.0	6.357552004618085	6.475733430966398	6.209453365628951	5.7279204545632	5.977279923499917	6.169925001442312	6.357552004618085	5.7279204545632	0.6463414634146342	135.0	7.076815597050832	-0.6296315500548845
NP_001004	199	222	209	163	187	211	199.0	163.0	7.636624620543649	7.794415866350106	7.7073591320808825	7.348728154231078	7.546894459887637	7.721099188707186	7.636624620543649	7.348728154231078	0.8190954773869347	362.0	8.499845887083206	-0.2878964663125713
NP_001004125	0	3	2	2	4	2	0.0	2.0	-inf	1.5849625007211563	1.0	1.0	2.0	1.0		1.0	1024.0	2.0	1.0	10.0
NP_001005	34	41	32	30	31	34	34.0	30.0	5.08746284125034	5.357552004618084	5.0	4.906890595608519	4.954196310386876	5.08746284125034	5.08746284125034	4.906890595608519	0.8823529411764706	64.0	6.0	-0.18057224564182092
NP_001005335	51	63	57	19	21	24	51.0	19.0	5.672425341971496	5.977279923499917	5.832890014164742	4.247927513443585	4.392317422778761	4.584962500721157	5.672425341971496	4.247927513443585	0.37254901960784315	70.0	6.129283016944967	-1.42449782852791
NP_001005339	49	42	53	45	40	48	49.0	45.0	5.614709844115208	5.392317422778761	5.7279204545632	5.491853096329675	5.321928094887363	5.584962500721157	5.614709844115208	5.491853096329675	0.9183673469387755	94.0	6.554588851677638	-0.12285674778553347
NP_001005340	0	0	0	27	31	17	0.0	27.0	-inf	-inf	-inf	4.754887502163469	4.954196310386876	4.08746284125034		4.754887502163469	1024.0	27.0	4.754887502163469	10.0
NP_001005360	3	0	2	1	3	1	3.0	1.0	1.5849625007211563	-inf	1.0	0.0	1.5849625007211563	0.0	1.5849625007211563	0.0	0.3333333333333333	4.0	2.0	-1.5849625007211563
NP_001005361	3	0	2	2	2	3	3.0	2.0	1.5849625007211563	-inf	1.0	1.0	1.0	1.5849625007211563	1.5849625007211563	1.0	0.6666666666666666	5.0	2.321928094887362	-0.5849625007211563
NP_001005386	5	0	0	6	7	10	5.0	6.0	2.321928094887362	-inf	-inf	2.584962500721156	2.807354922057604	3.3219280948873626	2.321928094887362	2.584962500721156	1.2	11.0	3.4594316186372978	0.2630344058337938
NP_001005743	3	1	1	1	0	0	3.0	1.0	1.5849625007211563	0.0	0.0	0.0	-inf	-inf	1.5849625007211563	0.0	0.3333333333333333	4.0	2.0	-1.5849625007211563
NP_001005744	3	1	1	1	0	0	3.0	1.0	1.5849625007211563	0.0	0.0	0.0	-inf	-inf	1.5849625007211563	0.0	0.3333333333333333	4.0	2.0	-1.5849625007211563
NP_001005745	3	1	1	1	0	0	3.0	1.0	1.5849625007211563	0.0	0.0	0.0	-inf	-inf	1.5849625007211563	0.0	0.3333333333333333	4.0	2.0	-1.5849625007211563
NP_001005782	15	9	16	32	14	32	15.0	32.0	3.9068905956085187	3.1699250014423126	4.0	5.0	3.8073549220576037	5.0	3.9068905956085187	5.0	2.1333333333333333	47.0	5.554588851677638	1.0931094043914815
NP_001005849	17	18	11	10	12	11	17.0	10.0	4.08746284125034	4.169925001442312	3.4594316186372978	3.3219280948873626	3.5849625007211565	3.4594316186372978	4.08746284125034	3.3219280948873626	0.5882352941176471	27.0	4.754887502163469	-0.765534746362977
NP_001006	138	120	122	117	125	124	138.0	117.0	7.10852445677817	6.906890595608519	6.930737337562887	6.870364719583405	6.965784284662088	6.954196310386876	7.10852445677817	6.870364719583405	0.8478260869565217	255.0	7.994353436858858	-0.23815973719476455
NP_001006114	0	0	0	5	5	5	0.0	5.0	-inf	-inf	-inf	2.321928094887362	2.321928094887362	2.321928094887362		2.321928094887362	1024.0	5.0	2.321928094887362	10.0
NP_001006118	5	7	7	0	0	0	5.0	0.0	2.321928094887362	2.807354922057604	2.807354922057604	-inf	-inf	-inf	2.321928094887362		0.0009765625	5.0	2.321928094887362	-10.0
NP_001006120	5	7	7	0	0	0	5.0	0.0	2.321928094887362	2.807354922057604	2.807354922057604	-inf	-inf	-inf	2.321928094887362		0.0009765625	5.0	2.321928094887362	-10.0
NP_001006121	5	7	7	0	0	0	5.0	0.0	2.321928094887362	2.807354922057604	2.807354922057604	-inf	-inf	-inf	2.321928094887362		0.0009765625	5.0	2.321928094887362	-10.0
NP_001007	140	126	137	133	150	135	140.0	133.0	7.129283016944966	6.977279923499917	7.098032082960527	7.05528243550119	7.22881869049588	7.076815597050832	7.129283016944966	7.05528243550119	0.95	273.0	8.092757140919852	-0.07400058144377693
NP_001007025	1	5	3	3	7	4	1.0	3.0	0.0	2.321928094887362	1.5849625007211563	1.5849625007211563	2.807354922057604	2.0	0.0	1.5849625007211563	3.0	4.0	2.0	1.5849625007211563
NP_001007026	9	15	10	7	7	19	9.0	7.0	3.1699250014423126	3.9068905956085187	3.3219280948873626	2.807354922057604	2.807354922057604	4.247927513443585	3.1699250014423126	2.807354922057604	0.7777777777777778	16.0	4.0	-0.36257007938470825
NP_001007069	0	4	1	4	6	10	0.0	4.0	-inf	2.0	0.0	2.0	2.584962500721156	3.3219280948873626		2.0	1024.0	4.0	2.0	10.0
NP_001007070	0	4	1	4	6	10	0.0	4.0	-inf	2.0	0.0	2.0	2.584962500721156	3.3219280948873626		2.0	1024.0	4.0	2.0	10.0
NP_001007100	90	105	66	220	149	151	90.0	220.0	6.491853096329675	6.714245517666122	6.044394119358453	7.781359713524661	7.219168520462162	7.238404739325079	6.491853096329675	7.781359713524661	2.4444444444444446	310.0	8.276124405274238	1.289506617194985
NP_001007101	90	105	66	220	149	151	90.0	220.0	6.491853096329675	6.714245517666122	6.044394119358453	7.781359713524661	7.219168520462162	7.238404739325079	6.491853096329675	7.781359713524661	2.4444444444444446	310.0	8.276124405274238	1.289506617194985
NP_001007170	2	0	8	3	3	6	2.0	3.0	1.0	-inf	3.0	1.5849625007211563	1.5849625007211563	2.584962500721156	1.0	1.5849625007211563	1.5	5.0	2.321928094887362	0.5849625007211562
NP_001007215	33	42	42	14	15	16	33.0	14.0	5.044394119358453	5.392317422778761	5.392317422778761	3.8073549220576037	3.9068905956085187	4.0	5.044394119358453	3.8073549220576037	0.42424242424242425	47.0	5.554588851677638	-1.2370391973008494
NP_001007278	1	3	1	0	0	0	1.0	0.0	0.0	1.5849625007211563	0.0	-inf	-inf	-inf	0.0		0.0009765625	1.0	0.0	-10.0
NP_001008	155	121	123	160	180	168	155.0	160.0	7.276124405274238	6.9188632372745955	6.94251450533924	7.321928094887362	7.491853096329675	7.392317422778761	7.276124405274238	7.321928094887362	1.032258064516129	315.0	8.29920801838728	0.04580368961312475
NP_001008216	1	2	0	8	8	13	1.0	8.0	0.0	1.0	-inf	3.0	3.0	3.700439718141092	0.0	3.0	8.0	9.0	3.1699250014423126	3.0
NP_001008389	30	35	47	39	54	45	30.0	39.0	4.906890595608519	5.129283016944966	5.554588851677638	5.285402218862249	5.754887502163469	5.491853096329675	4.906890595608519	5.285402218862249	1.3	69.0	6.10852445677817	0.37851162325372983
NP_001008398	4	7	9	17	18	25	4.0	17.0	2.0	2.807354922057604	3.1699250014423126	4.08746284125034	4.169925001442312	4.643856189774724	2.0	4.08746284125034	4.25	21.0	4.392317422778761	2.0874628412503395
NP_001008493	5	2	1	1	1	1	5.0	1.0	2.321928094887362	1.0	0.0	0.0	0.0	0.0	2.321928094887362	0.0	0.2	6.0	2.584962500721156	-2.321928094887362
NP_001008708	6	4	8	3	6	0	6.0	3.0	2.584962500721156	2.0	3.0	1.5849625007211563	2.584962500721156	-inf	2.584962500721156	1.5849625007211563	0.5	9.0	3.1699250014423126	-1.0
NP_001008709	3	9	6	0	2	2	3.0	0.0	1.5849625007211563	3.1699250014423126	2.584962500721156	-inf	1.0	1.0	1.5849625007211563		0.0009765625	3.0	1.5849625007211563	-10.0
NP_001008710	1	6	4	1	0	0	1.0	1.0	0.0	2.584962500721156	2.0	0.0	-inf	-inf	0.0	0.0	1.0	2.0	1.0	0.0
NP_001008711	19	28	22	6	10	8	19.0	6.0	4.247927513443585	4.807354922057604	4.459431618637297	2.584962500721156	3.3219280948873626	3.0	4.247927513443585	2.584962500721156	0.3157894736842105	25.0	4.643856189774724	-1.6629650127224294
NP_001008712	18	25	22	4	5	6	18.0	4.0	4.169925001442312	4.643856189774724	4.459431618637297	2.0	2.321928094887362	2.584962500721156	4.169925001442312	2.0	0.2222222222222222	22.0	4.459431618637297	-2.1699250014423126
